,UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Event Source,Event Souce ID
780,UEI-IMD-FL-1979-0018,1979-09-22,1979-09-28,7.0,severe floods ,,Tarapun (Bijapur district),,,,,,,,,,IMD,
781,UEI-IMD-FL-1979-0019,1979-10-08,1979-10-08,1.0,heavy rains,,Bengaluru,,,,,1,20,,,A child killed and 20 injured in house collapse,IMD,
782,UEI-IMD-FL-1979-0020,1979-11-16,1979-11-16,1.0,heavy rains,,Asundi (Hubli district),,,,,,,,"1,500","Above 1,500 sheep gazing in a field washed away",IMD,
783,UEI-IMD-FL-1979-0021,1979-06-10,1979-06-19,10.0,heavy rains,,Alleppey district,,,,,,,,,,IMD,
784,UEI-IMD-FL-1979-0022,1979-06-14,1979-06-14,1.0,heavy rains,,Cochin,,,,,,,,,,IMD,
785,UEI-IMD-FL-1979-0023,1979-07-02,1979-07-02,1.0,heavy rains,,Cannanore district,,,,,4,,,,1 woman and three children died,IMD,
786,UEI-IMD-FL-1979-0024,1979-07-29,1979-07-31,3.0,heavy rains,,Kozhikode district,,,,,,,,,,IMD,
787,UEI-IMD-FL-1979-0025,1979-08-01,1979-08-03,3.0,heavy rains,,Cannanore and Kozhkode districts,,,,,3,1,,,"i)1 woman and 2 children killed i house collapses, 1 person drowned in boat capsized ii)Several cattle heads washed away",IMD,
788,UEI-IMD-FL-1979-0026,1979-08-06,1979-08-07,2.0,heavy rains,,Cannanore district,,,,,,1,,,1 woman drowned in swollen river,IMD,
789,UEI-IMD-FL-1979-0027,1979-11-15,1979-11-19,5.0,moderate floods,,Palghat district,,,,,,,,,,IMD,
790,UEI-IMD-FL-1979-0028,1979-06-25,1979-06-25,1.0,heavy rains,,Bhikangaon,,,,,31,13,,,31 people died and 13 drowned in a flooded nullah in a bus skidding,IMD,
791,UEI-IMD-FL-1979-0029,1979-07-01,1979-07-01,1.0,heavy rains,,Khargone district,,,,,2,,,,2 girls died in house collapse,IMD,
792,UEI-IMD-FL-1979-0030,1979-08-03,1979-08-03,1.0,heavy rains,,Indore,,,,,4,,,,i)1 woman and 2 children buried alive in wall collapse ii)1 boy washed away in strong current of a nullah,IMD,
793,UEI-IMD-FL-1979-0031,1979-10-08,1979-10-14,7.0,erratic rains,,"Dewas, Mandasur, Ratlam, Shahjapur and Ujjain districts",,,,,,,,,,IMD,
794,UEI-IMD-FL-1979-0032,1979-01-22,1979-02-14,24.0,heavy rains,,"Amraoti, Bhandara, Chandrapur, Nagpur and Wadha districts",,,,,9,,,84,i)9 people died ii)84 heads of cattle perished,IMD,
795,UEI-IMD-FL-1979-0033,1979-06-24,1979-06-24,1.0,flash floods,,Mumbai,,,,,2,,,,2 children died in house collapse,IMD,
796,UEI-IMD-FL-1979-0034,1979-07-08,1979-07-08,1.0,heavy rains,,Katol (Nagpur district),,,,,,,,,,IMD,
797,UEI-IMD-FL-1979-0035,1979-08-01,1979-08-07,7.0,severe floods ,,Buti - Bori and Choti - Bori (Nagpur district),,,,,7,26,,,i)5 persons washed away ii)2  persons killed and 26 seriously injured in train accident due to breaches iii)large number of cattle heads perished,IMD,
798,UEI-IMD-FL-1979-0036,1979-07-03,1979-07-04,2.0,heavy rains,,Nagpur and Wardha districts,,,,,10,,,,10 persons died,IMD,
799,UEI-IMD-FL-1979-0037,1979-08-08,1979-08-10,3.0,flash floods,,"Amraoti, Bhandara, Chandrapur, Nagpur, Wadha and Yeotmal districts",,,,,40,,,"2,128","40 people died ii)2,128 heads of cattle perished",IMD,
800,UEI-IMD-FL-1979-0038,1979-09-08,1979-09-28,21.0,heavy rains,,Ahmednagar district,,,,,,,,,,IMD,
801,UEI-IMD-FL-1979-0039,1979-09-16,1979-09-16,1.0,flash floods,,Pune,,,,,1,6,,,1 girl killed and 6 injured in house cllapse,IMD,
802,UEI-IMD-FL-1979-0040,1979-09-25,1979-09-25,1.0,flash floods,,Aurangabad district,,,,,1,2,,,1 child killed and 2 injured (total death toll in house collapses during last three weeks of Septmeber;12,IMD,
803,UEI-IMD-FL-1979-0041,1979-09-27,1979-09-27,1.0,moderate floods,,Solapur district,,,,,,,,,,IMD,
804,UEI-IMD-FL-1979-0042,1979-11-04,1979-11-04,1.0,moderate floods,,Solapur district,,,,,2,2,,,2 children killed and 2 women injured in wall collapse,IMD,
805,UEI-IMD-FL-1979-0043,1979-02-21,1979-02-21,1.0,moderate floods,,New Delhi and surrounding areas,,,,,,,,,,IMD,
806,UEI-IMD-FL-1979-0044,1979-07-08,1979-07-21,14.0,severe floods ,,"Ajmer, Bhilwara, Bundi, Jalore, Jodhpur, Kota, Nagpur, Pali, Sawai Medhepur, Sikar and Tonk district",,,,,581,,,"2,00,000",i)350 people died and 231 reported missing ii)2 lakh livestock perished,IMD,
807,UEI-IMD-FL-1979-0045,1979-08-03,1979-08-04,2.0,severe floods ,,"Bamer, Jalore, Jodhpur, Nagaur and Pali districts",,,,,,,,,,IMD,
808,UEI-IMD-FL-1979-0046,1979-07-22,1979-07-22,1.0,incessant heavy rains,,Gangtok,,,,,2,,,,A woman and a child washed away in flood waters of Bakchachu river,IMD,
809,UEI-IMD-FL-1979-0047,1979-11-17,1979-11-23,7.0,heavy rains,,Coimbatore district,,,,,18,,,,18 peopel died on house collapse at Pollachi,IMD,
810,UEI-IMD-FL-1979-0048,1979-05-12,1979-11-13,186.0,heavy rains,,Madras,,,,,4,3,,,4 persons killed in hut collpase and 3 injured,IMD,
811,UEI-IMD-FL-1979-0049,1979-11-13,1979-11-20,8.0,severe floods ,,Madurai district,,,,,19,,,,19 persons died in house collapses,IMD,
812,UEI-IMD-FL-1979-0050,1979-11-22,1979-11-22,1.0,heavy rains,,Pudukottai district,,,,,,,,,,IMD,
813,UEI-IMD-FL-1979-0051,1979-11-19,1979-11-19,1.0,heavy rains,,Ramanathapuram,,,,,34,,,,34 people died,IMD,
814,UEI-IMD-FL-1979-0052,1979-11-13,1979-11-20,8.0,heavy rains,,South Arcot district,,,,,9,,,,9 people died,IMD,
815,UEI-IMD-FL-1979-0053,1979-07-23,1979-11-18,119.0,heavy rains,,Thanjavur district,,,,,3,,,,3 persons died in house collapse,IMD,
816,UEI-IMD-FL-1979-0054,1979-11-13,1979-11-20,8.0,heavy rains,,Nilgiris district,,,,,18,,,,18 houman lives lost in heavy landslides,IMD,
817,UEI-IMD-FL-1979-0055,1979-11-13,1979-11-22,10.0,heavy rains and moderate floods,,Tiruchirapalli district,,,,,9,,,,9 people died in house collapse,IMD,
818,UEI-IMD-FL-1979-0056,1979-11-12,1979-11-18,7.0,severe floods ,,Tirunelveli district,,,,,30,,,,30 people died in wall collapse,IMD,
819,UEI-IMD-FL-1979-0057,1979-03-09,1979-03-09,1.0,heavy rains,,Vishnuprayag,,,,,,,,,,IMD,
820,UEI-IMD-FL-1979-0058,1979-07-08,1979-07-28,21.0,severe floods ,,"Azamgarh, Bahraich, Ballia, Bara-Banki, Basti, Chamli, Dehra Dun, Deoria, Faizabad, Gonda, Gorakhpur, Kheri and Sitapur districts",,,,,11,,,,11 human lives lost,IMD,
821,UEI-IMD-FL-1979-0059,1979-08-08,1979-08-21,14.0,severe floods ,,"Azamgarh, Bahraich, Ballia, Basti, Deoria, Faizabad, Gonda, Gorakhpur and Kheri districts",,,,,76,,,222,i)76 human lives lost ii)222 cattles perished,IMD,
822,UEI-IMD-FL-1979-0060,1979-07-10,1979-07-10,1.0,heavy rains,,Siliguri and adjoining areas,,,,,,,,,,IMD,
823,UEI-IMD-FL-1979-0061,1979-08-05,1979-08-08,4.0,moderate to severe floods,,"Howrah, Midnapore and 24 Parganas district",,,,,,,,,,IMD,
824,UEI-IMD-FL-1980-0001,1980-09-15,1980-09-21,7.0,flash floods,,Srikakulam district,,,,,85,,,3100,"i)85 people died and 30 reported missing ii)3100 heads of cattle perished iii)Loss of poultry and ducks 19,000",IMD,
825,UEI-IMD-FL-1980-0002,1980-06-15,1980-06-28,14.0,severe floods,,Darrang & Dibrugarh district,,,,,,,,,,IMD,
826,UEI-IMD-FL-1980-0003,1980-06-08,1980-06-21,14.0,severe floods,,Darrang & Sivasagar district,,,,,1,,,,1 boy and several heads of cattle washed away,IMD,
827,UEI-IMD-FL-1980-0004,1980-08-08,1980-08-21,14.0,severe floods,,"Darrang & Dibrugarh, district Goalpara, Kamrup, Lakhimpur, Nowgong and Sivasagar district",,,,,23,,,,i)23 persons lost their lives ii)Hundreds of cattle washed away,IMD,
828,UEI-IMD-FL-1980-0005,1980-07-15,1980-07-21,7.0,floods,,"Bhagalpur,east Champaran,west Champaran,Darbhanga and Saharsa districts",,,,,,,,,,IMD,
829,UEI-IMD-FL-1980-0006,1980-08-08,1980-08-14,7.0,floods,,"Begusarai, Bhagalpur, Bhojpur, east/west Champaram, Darbhanga, Katihar, Madhubani, Monghyr, Muzaffarpur, Patna, Purnea,Saharsa, Santal Parganas, Saran, Sitamarhi, Siwan and Samastipur district",,,,,18,,,,18 persons died,IMD,
830,UEI-IMD-FL-1980-0007,1980-08-22,1980-08-28,7.0,moderate floods,,Nawadah district,,,,,3,3,,500,i)3 person drowned ii)500 cattle perished,IMD,
831,UEI-IMD-FL-1980-0008,1980-06-22,1980-07-31,40.0,severe floods,,"Amreli, Bhavnagar, Jamnagar, Kutch and Rajket district",,,,,27,27,,,i)27 persons washed away in drowning ii)Many heads of cattle washed away,IMD,
832,UEI-IMD-FL-1980-0009,1980-08-31,1980-08-31,1.0,moderate floods,,Bharuch,,,,,,,,,,IMD,
833,UEI-IMD-FL-1980-0010,1980-07-08,1980-07-28,21.0,flash floods,,"Ambala, Jind, Karnal, Kurukshetra & Sonepat district",,,,,3,,,,3 person died,IMD,
834,UEI-IMD-FL-1980-0011,1980-07-01,1980-07-01,1.0,heavy rains,,New Delhi,,,,,1,1,,,1 infant drowned in swollen nullah,IMD,
835,UEI-IMD-FL-1980-0012,1980-07-08,1980-07-28,21.0,heavy rains,,New Delhi and neighbourhood,,,,,4,4,,,"i)3 person swept away by swollen ""Yamuna"" ii)1 person electrocuted",IMD,
836,UEI-IMD-FL-1980-0013,1980-07-08,1980-07-21,14.0,moderate floods,,Chandigarh and neighbourhood,,,,,3,,,,3 children died in house collapse,IMD,
837,UEI-IMD-FL-1980-0014,1980-07-12,1980-07-12,1.0,moderate floods,,Kinnaur district,,,,,4,4,,,4 persons swept away,IMD,
838,UEI-IMD-FL-1980-0015,1980-07-08,1980-07-14,7.0,heavy rains,,Jammu district,,,,,1,1,,,"A scooterist with his scooter washed away, in a floded nullah, near Kaluchak",IMD,
839,UEI-IMD-FL-1980-0016,1980-07-02,1980-07-02,1.0,moderate floods,,"Chickmagalur district, South Kanara district",,,,,,,,,Several heads of cattle washed away,IMD,
840,UEI-IMD-FL-1980-0017,1980-07-05,1980-07-05,1.0,moderate floods,,North Kanara district,,,,,,,,,,IMD,
841,UEI-IMD-FL-1980-0018,1980-07-01,1980-07-07,7.0,heavy rains,,Dharwar district,,,,,3,4,,,"2 persons drowned, 1 girl killed and 2 seriously injured in house collapsed",IMD,
842,UEI-IMD-FL-1980-0019,1980-08-08,1980-08-14,7.0,"heavy rains, moderate floods",,"Coorg district, North Kanara district",,,,,3,3,,800,i)3 women drowned ii)800 heads of cattle washed away,IMD,
843,UEI-IMD-FL-1980-0020,1980-08-22,1980-08-28,7.0,heavy rains,,Gulbarga district,,,,,7,,,,7 persons died in house collapse,IMD,
844,UEI-IMD-FL-1980-0021,1980-06-15,1980-06-21,7.0,heavy rains,,"Cannanore, Malappuram, Kozhikode, Quilon and Thiruvananthapuram districts",,,,,3,4,,,i)A child washed away and 2 died due to electrocution ii)3 children injured in house collapses,IMD,
845,UEI-IMD-FL-1980-0022,1980-06-22,1980-06-28,7.0,heavy rains,,Palghat district,,,,,,,,,,IMD,
846,UEI-IMD-FL-1980-0023,1980-07-01,1980-07-14,14.0,heavy rains,,"Alleppey, Cannanore, Kottayam, Kozhikode, Malappuram, Palghat and Trichur district",,,,,8,5,,,i)8 person died ii)5 fishermen sustained injuries,IMD,
847,UEI-IMD-FL-1980-0024,1980-08-22,1980-08-28,7.0,heavy rains,,"Alleppey, Kozhikode, Quilon, Trichur and Thiruvananthapuram districts",,,,,2,2,,,2 persons died and 2 injured,IMD,
848,UEI-IMD-FL-1980-0025,1980-09-22,1980-09-28,7.0,heavy rains,,Kottayam district,,,,,,,,,,IMD,
849,UEI-IMD-FL-1980-0026,1980-10-01,1980-10-07,7.0,heavy rains,,Kozhikode,,,,,,,,,,IMD,
850,UEI-IMD-FL-1980-0027,1980-07-01,1980-07-07,7.0,heavy rains,,Raipur district,,,,,,,,,,IMD,
851,UEI-IMD-FL-1980-0028,1980-08-31,1980-08-31,1.0,moderate floods,,Jabalpur district,,,,,6,6,,,6 members of a family drowned when a taxi carrying them fell in swollen Narmada.,IMD,
852,UEI-IMD-FL-1980-0029,1980-09-15,1980-09-21,7.0,heavy rains,,Raipur district,,,,,1,,,,1 child died,IMD,
853,UEI-IMD-FL-1980-0030,1980-09-15,1980-09-28,14.0,severe floods,,Bilashpur and Raigarh districts,,,,,22,10,,120,i)12 persons died ii)10 persons drowned iii)120 cattle perished,IMD,
854,UEI-IMD-FL-1980-0031,1980-06-15,1980-06-15,1.0,heavy rains,,Mumbai,,,,,1,2,,,1 girl died and 2 persons injured in wall collapse,IMD,
855,UEI-IMD-FL-1980-0032,1980-07-01,1980-07-07,7.0,heavy rains,,Mumbai,,,,,2,5,,,2 persons died and 5 injured in houses collapse,IMD,
856,UEI-IMD-FL-1980-0033,1980-08-04,1980-08-04,1.0,heavy rains,,Mumbai,,,,,1,,,1,1 woman and and a cow died on the spot due to electrocution,IMD,
857,UEI-IMD-FL-1980-0034,1980-08-21,1980-08-22,2.0,heavy rains,,Mumbai,,,,,45,,,,45 persons lost their lives due to drowning/house collapse/electrocution,IMD,
858,UEI-IMD-FL-1980-0035,1980-07-01,1980-07-07,7.0,heavy rains,,Goa,,,,,,,,,,IMD,
859,UEI-IMD-FL-1980-0036,1980-07-01,1980-07-07,7.0,moderate floods,,Ratnagiri district,,,,,,,,,,IMD,
860,UEI-IMD-FL-1980-0037,1980-08-04,1980-08-04,1.0,severe floods,,Thane district,,,,,,,,,22 passengers in a bus killed when it plunged in the swollen creek in Dhanu,IMD,
861,UEI-IMD-FL-1980-0038,1980-08-18,1980-08-18,1.0,moderate floods,,Dhule,,,,,,,,,,IMD,
862,UEI-IMD-FL-1980-0039,1980-08-15,1980-08-21,7.0,"severe floods, heavy rains",,"Akola district, Aurangabad district",,,,,13,,,40,"i)4 persons drowned & swept away ii)40 cattle heads killed, 9 persons died in house collapse",IMD,
863,UEI-IMD-FL-1980-0040,1980-08-15,1980-08-28,14.0,"severe floods, heavy rains",,"Amravati and Wardha district, Ahmednagar, Nanded and Parbhani districts",,,,,15,,,,"8 persons drowned and 4 electrocuted, 2 women and a kid lost lives in house collapses",IMD,
864,UEI-IMD-FL-1980-0041,1980-07-22,1980-07-28,7.0,heavy rains,,Kolaba district,,,,,,,,,,IMD,
865,UEI-IMD-FL-1980-0042,1980-08-31,1980-08-31,1.0,heavy rains,,Yavatmal,,,,,7,,,,7 persons died,IMD,
866,UEI-IMD-FL-1980-0043,1980-09-01,1980-09-07,7.0,heavy rains,,"Chandrapur, Nagpur, Amravati, Wardha and Yavatmal districts",,,,,,,,21,21 cattle heads washed away,IMD,
867,UEI-IMD-FL-1980-0044,1980-10-05,1980-10-05,1.0,flash floods,,Manipur central district,,,,,,,,,Several heads of cattle swept away,IMD,
868,UEI-IMD-FL-1980-0045,1980-08-01,1980-08-07,7.0,heavy rains,,Puri district,,,,,,,,,,IMD,
869,UEI-IMD-FL-1980-0046,1980-09-15,1980-09-21,7.0,severe floods,,"Koraput and Ganjam, Cuttack, Puri and Sambalpur districts",,,,,220,,,,"194 people died and several heads of cattle perished. Corpses of men and women and carcasses of animals scattered , 26 deaths reported",IMD,
870,UEI-IMD-FL-1980-0047,1980-06-25,1980-06-25,1.0,flash floods,,Gurudaspur district,,,,,,,,,,IMD,
871,UEI-IMD-FL-1980-0048,1980-07-08,1980-07-21,14.0,flash floods,,"Gurudaspur, Hoshiarpur, Kapurthala, Ludhiana and Patiala districts",,,,,21,,,,21 people died,IMD,
872,UEI-IMD-FL-1980-0049,1980-07-15,1980-07-28,14.0,flash floods,,Bhatinda district,,,,,,,,,,IMD,
873,UEI-IMD-FL-1980-0050,1980-07-08,1980-07-21,14.0,heavy rains,,Alwar district,,,,,27,,,,27 persons died when a bus washed away in flash floods in a nullah,IMD,
874,UEI-IMD-FL-1980-0051,1980-08-22,1980-08-28,7.0,heavy rains,,Sikkim,,,,,,,,,,IMD,
875,UEI-IMD-FL-1980-0052,1980-07-01,1980-07-07,7.0,moderate floods,,Coimbatore district,,,,,1,,,,1 girl swept away near Erode,IMD,
876,UEI-IMD-FL-1980-0053,1980-11-12,1980-11-12,1.0,flash floods,,Chingleput district,,,,,1,,,,A driver of a bus washed away while crossing the causeway of the river near Satyavedu,IMD,
877,UEI-IMD-FL-1980-0054,1980-11-15,1980-11-21,7.0,heavy rains,,Madras,,,,,,,,,,IMD,
878,UEI-IMD-FL-1980-0055,1980-06-25,1980-06-25,1.0,heavy rains,,Uttarkashi district,,,,,25,7,,,"i)25 persons killed in massive land-slides in Gyansu village, 3 missing & 7 Injured ii)Hundreds of cattle killed",IMD,
879,UEI-IMD-FL-1980-0056,1980-07-08,1980-07-08,1.0,moderate floods,,Basti district,,,,,8,8,,,8 persons drowned in a boat capsize,IMD,
880,UEI-IMD-FL-1980-0057,1980-07-08,1980-07-14,7.0,"modern floods, flash floods, heavy rains",,"Chameli, Tehri-Garhwal & Uttarkashi, Ballia, Pratapgarh districts, Dehra Dun",,,,,49,24,,,"4 persons swept away in floods and 22 killed in landslides , 20 persons drowned in a boat capsize in swollen nullah , 3 persons killed in house collapse",IMD,
881,UEI-IMD-FL-1980-0058,1980-07-15,1980-07-28,14.0,severe floods,,"Bahraich, Ballia, Bara-bank, Bareilly Basti, Bulandshahr,, Deoria, Fatehpur, Gonda, Gorakhpur, Hamirpur, Hardoi, Jaunpur, Lucknow, Nainital, Pilbhit, Shahjahanpur, Saharanpur, Sitapur, Rai-Bareli and Uttar Kasi districts",,,,,130,,,,130 persons killed in drowning/house collapses/landslides,IMD,
882,UEI-IMD-FL-1980-0059,1980-08-01,1980-09-21,52.0,severe floods,,"Allahabad,Azamgarh, Bahraich,Ballia, Bunda, Bara-banki, Basti, Budaun, Bulandshahr, Dehra Dun, Deoria, Etah, Etawah, Faizabad, Farrukabad, Fatepur, Garhwal, Gazipur, Gonda, Gorakhpur, Hamirpur, Jaunpur, Kanpur, Kheri, Lucknow, Mainpuri, Mathura, Mirzapur, Moradabad, Muzaffarnagar, Pilibhit, Pithorgarh, Pratapgarh, Rai Bareli, Saharanpur, Sitapur, Sultanpur, Unnao, Uttarkashi and Varanasi districts",,,,,1313,,,5239,i)Total death toll 1313 due to drowning/house collapses/landslides and boat tragedies ii)5239 cattle perished,IMD,
883,UEI-IMD-FL-1980-0060,1980-09-01,1980-09-07,7.0,heavy rains,,Darjeeling,,,,,60,,,,60 persons mostly tea garden workers died due to landslides,IMD,
884,UEI-IMD-FL-1981-0001,1981-09-10,1981-09-10,1.0,flash floods due to sudden cloud burst,,Anantpur district,,,,,,,,,,IMD,
885,UEI-IMD-FL-1981-0002,1981-09-18,1981-09-19,2.0,flash floods in vamsadhara river,,Srikakum District,,,,,,,,,,IMD,
886,UEI-IMD-FL-1981-0003,1981-09-22,1981-09-22,1.0,floods in pennar river ,,(a) Cuddapah district,,,,,15,,,,15 persons feared drowned in boat capsize,IMD,
887,UEI-IMD-FL-1981-0004,1981-09-22,1981-09-22,1.0,flash floods,,(b)Prakasam district,,,,,4,,,,4 persons fear dead when a bus carrying them caught in midstream in flash floods,IMD,
888,UEI-IMD-FL-1981-0005,1981-06-22,1981-06-28,7.0,brahmaputra and its tributaries in moderate floods,,"Dibrugarh, Sibsagar and Nowhgong districts",,,,,,,,,,IMD,
889,UEI-IMD-FL-1981-0006,1981-07-01,1981-07-07,7.0,brahmaputra and its tributaries in floods,,"Sibsagar, Lakhimpur, Dibrugarh, Nowgong, Kamrup, Goalpara And Cachar districts",,,,,1,,,,(i) 1 person died (ii)Several thousand cattleheads washed away,IMD,
890,UEI-IMD-FL-1981-0007,1981-07-15,1981-07-21,7.0,brahmaputra and its tributaries in floods,,"Sibsagar, Kamrup and Goalpara districts",,,,,11,,,,11 people died,IMD,
891,UEI-IMD-FL-1981-0008,1981-07-01,1981-07-07,7.0,torrential rains,,Patna and neighbourinhood and Nawadah,,,,,3,40,,,3 persons died and 40 injured in house collapse,IMD,
892,UEI-IMD-FL-1981-0009,1981-07-08,1981-07-28,21.0,"kosi, kamala, ganga and mahananda rivers in floods",,"Saharsa, Purnea, Katihar, Madhubani and East Champaran districts",,,,,,,,,,IMD,
893,UEI-IMD-FL-1981-0010,1981-06-30,1981-07-01,2.0,heavy rains,,Delhi,,,,,1,2,,,(i) An old man died in house collapse (ii)Two persons feared drowned in the flooded Najafgarh nullah,IMD,
894,UEI-IMD-FL-1981-0011,1981-08-01,1981-08-07,7.0,flash flood in ghaggar river,,Chandigarh and neighbourhood,,,,,,,,,,IMD,
895,UEI-IMD-FL-1981-0012,1981-06-30,1981-06-30,1.0,flash floods,,Saurashtra region,,,,,,4,,,4 persons swept away in a small river in Talaja taluk,IMD,
896,UEI-IMD-FL-1981-0013,1981-07-09,1981-07-10,2.0,heavy rains,,Ahmedabad,,,,,18,,,,18 people lost their lives,IMD,
897,UEI-IMD-FL-1981-0014,1981-07-08,1981-07-14,7.0,heavy rains,,"Jamnagar, Veraval, Surendranagar and Rajkot",,,,,,,,,"(i) 47 people died in floods/house collapse (ii)3,285 cattole perished",IMD,
898,UEI-IMD-FL-1981-0015,1981-08-09,1981-08-09,1.0,heavy rains,,Baroda district,,,,,5,,,,(i)4 persons travelling in a bus killed by swirling waters of Orsang river when a bus was swept away(ii)One person died in a house collapse,IMD,
899,UEI-IMD-FL-1981-0016,1981-08-16,1981-08-16,1.0,heavy rains,,Ahmedabad,,,,,2,,,,2 persons died in a house collapse,IMD,
900,UEI-IMD-FL-1981-0017,1981-08-19,1981-08-19,1.0,heavy rains,,Amrelli,,,,,1,,,1,A farmer and his buffalo killed in a house collapse,IMD,
901,UEI-IMD-FL-1981-0018,1981-08-19,1981-08-19,1.0,heavy rains,,Baroda district,,,,,,1,,,1 person washed away by turbulent water of a small river,IMD,
902,UEI-IMD-FL-1981-0019,1981-08-19,1981-08-19,1.0,heavy rains,,Godhra(Panchmahal district),,,,,,,,,1 person died in a flooded small river 'Prabhai',IMD,
903,UEI-IMD-FL-1981-0020,1981-09-22,1981-09-28,7.0,heavy rains,,Bhavnagar and surrounding areas,,,,,,,,,,IMD,
904,UEI-IMD-FL-1981-0021,1981-08-08,1981-08-14,7.0,heavy rains,,Ambala and Faridabad districts,,,,,4,,,17,(i)4 persons died in house collapse/drowning incidents (ii)17 catteheads washed away,IMD,
905,UEI-IMD-FL-1981-0022,1981-08-29,1981-08-29,1.0,heavy rains,,Nahan,,,,,,,,,,IMD,
906,UEI-IMD-FL-1981-0023,1981-07-25,1981-07-31,7.0,moderate floods in chenab and tawi rivers,,Jammu and Ponch districts,,,,,9,,,,9 persons died,IMD,
907,UEI-IMD-FL-1981-0024,1981-08-07,1981-08-07,1.0,heavy rains,,Poonch district,,,,,,,,,,IMD,
908,UEI-IMD-FL-1981-0025,1981-09-30,1981-09-30,1.0,flash floods in rambhan stream by a cloud burst,,Doda district,,,,,3,11,,,3 person feared killed and 11 injured,IMD,
909,UEI-IMD-FL-1981-0026,1981-08-01,1981-08-07,7.0,heavy rains,,North Kanara district,,,,,,,,,,IMD,
910,UEI-IMD-FL-1981-0027,1981-08-15,1981-08-21,7.0,cauvery and kabini rivers in floods,,Mysore district,,,,,,,,,,IMD,
911,UEI-IMD-FL-1981-0028,1981-09-03,1981-09-03,1.0,heavy rains,,(a)Sandur(Bellary district) (b)Siruguppa(Bellary district),,,,,,,,,,IMD,
912,UEI-IMD-FL-1981-0029,1981-09-10,1981-09-10,1.0,heavy rains following cloud burst,,Bangarapet (Kolar district),,,,,2,,,,2 persons died in a house collapse,IMD,
913,UEI-IMD-FL-1981-0030,1981-09-22,1981-09-28,7.0,flash floods in basrur river,,South Kanara district,,,,,,10,,,10 persons including 6 women and 4 school children feared drowned,IMD,
914,UEI-IMD-FL-1981-0031,1981-06-01,1981-06-07,7.0,moderate floods,,"Kozhikode, Malappuram, Ernakulam, Trichur, Quilon, Kottayam,Allepey and Cannanore districts",,,,,39,13,,,39 human lives lost and 13 injured,IMD,
915,UEI-IMD-FL-1981-0032,1981-06-08,1981-06-08,1.0,heavy rains,,"Malappuram, Trivandrum, Quilon, Trichur and Kozhikode districts",,,,,,,,,,IMD,
916,UEI-IMD-FL-1981-0033,1981-06-14,1981-06-14,1.0,flash floods,,Allepey districts,,,,,2,,,,2 persons died,IMD,
917,UEI-IMD-FL-1981-0034,1981-07-27,1981-07-27,1.0,heavy rains,,Idukki districts,,,,,,,,,,IMD,
918,UEI-IMD-FL-1981-0035,1981-08-17,1981-08-17,1.0,continuous heavy rains,,Kozhikode districts,,,,,1,,,,1 girl died,IMD,
919,UEI-IMD-FL-1981-0036,1981-09-15,1981-09-28,14.0,heavy rains,,Alleppey,,,,,,,,,,IMD,
920,UEI-IMD-FL-1981-0037,1981-07-08,1981-07-14,7.0,narmada river in spate,,Chhindwara district,,,,,1,,,,1 person died,IMD,
921,UEI-IMD-FL-1981-0038,1981-07-22,1981-07-28,7.0,flood in waimganga,,Balaghat district,,,,,,,,,,IMD,
922,UEI-IMD-FL-1981-0039,1981-08-05,1981-08-05,1.0,heavy rains,,Bhopal,,,,,5,,,,5 persons died in a wall collapse,IMD,
923,UEI-IMD-FL-1981-0040,1981-08-08,1981-08-14,7.0,heavy rains,,Khargone and Indore,,,,,,,,,,IMD,
924,UEI-IMD-FL-1981-0041,1981-08-14,1981-08-15,2.0,heavy rains,,Khargone,,,,,4,,,,4 persons died in a house collapse,IMD,
925,UEI-IMD-FL-1981-0042,1981-08-16,1981-08-17,2.0,heavy rains,,Dhar.,,,,,,,,,,IMD,
926,UEI-IMD-FL-1981-0043,1981-01-18,1981-01-18,1.0,unseasonal rains,,Nasik district,,,,,,,,,,IMD,
927,UEI-IMD-FL-1981-0044,1981-06-06,1981-06-07,2.0,heavy rains,,Jath taluka (Sangli district),,,,,1,,,13300,(i)One person swept away in a stream (ii)13000 heads of cattle valued at Rs. 22 Lacs Killed (iii)300 goats and sheep killed,IMD,
928,UEI-IMD-FL-1981-0045,1981-06-20,1981-06-20,1.0,heavy rains,,Ratnagiri and Sindhudurg districts,,,,,,,,,,IMD,
929,UEI-IMD-FL-1981-0046,1981-06-22,1981-06-28,7.0,heavy rains,,Mumbai,,,,,,,,,,IMD,
