,UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Event Source,Event Souce ID
616,UEI-IMD-FL-1972-0008,1972-07-08,1972-07-21,14.0,floods,,,,,,,90,,,,About 90 persons were reported to have died in floods,IMD,
617,UEI-IMD-FL-1972-0009,1972-08-01,1972-08-14,14.0,heavy rains,,,,,,,,,,,,IMD,
618,UEI-IMD-FL-1972-0010,1972-08-15,1972-08-21,7.0,heavy rains,,,,,,,,,,,,IMD,
619,UEI-IMD-FL-1973-0001,1973-03-08,1973-03-14,7.0,heavy rains,,Kashmir valley,,,,,,,,,,IMD,
620,UEI-IMD-FL-1973-0002,1973-05-01,1973-05-14,14.0,floods,,,,,,,,,,,,IMD,
621,UEI-IMD-FL-1973-0003,1973-04-01,1973-04-07,7.0,heavy rains,,Few districts,,,,,,,,,,IMD,
622,UEI-IMD-FL-1973-0004,1973-06-01,1973-06-07,7.0,,,North Bengal,,,,,,,,,,IMD,
623,UEI-IMD-FL-1973-0005,1973-06-08,1973-06-21,14.0,floods,,North Assam,,,,,3,,,,3 lives were lost and hundreds of wild animals washed away,IMD,
624,UEI-IMD-FL-1973-0006,1973-06-22,1973-06-28,7.0,floods,,Southern parts of Assam,,,,,,,,,,IMD,
625,UEI-IMD-FL-1973-0007,1973-07-01,1973-07-14,14.0,heavy rains,,,,,,,90,,,,90 persons were reported washed away,IMD,
626,UEI-IMD-FL-1973-0008,1973-07-15,1973-07-21,7.0,floods,,Madhya Pradesh and Odisha,,,,,,,,"2,000","2,000 cattleheads washed away",IMD,
627,UEI-IMD-FL-1973-0009,1973-07-22,1973-07-28,7.0,"heavy rains, floods",,Shimla,,,,,144,,,,Atleast 144 persons died,IMD,
628,UEI-IMD-FL-1973-0010,1973-08-08,1973-08-14,7.0,floods,,,,,,,268,,,,"Toll of 68 lives, Loss od nearly 200 human lives",IMD,
629,UEI-IMD-FL-1973-0011,1973-08-15,1973-08-31,17.0,severe flood,,,,,,,13,,,,13 people washed away,IMD,
630,UEI-IMD-FL-1973-0012,1973-08-15,1973-08-21,7.0,floods,,,,,,,79,,,,Death of 79 persons,IMD,
631,UEI-IMD-FL-1973-0013,1973-08-31,1973-08-31,1.0,heavy rains,,Idar,,,,,,,,,,IMD,
632,UEI-IMD-FL-1973-0014,1973-08-31,1973-09-09,10.0,floods,,,,,,,66,,,,66 deaths occured.,IMD,
633,UEI-IMD-FL-1973-0016,1973-10-01,1973-10-07,7.0,floods,,"Eastern parts of Uttar Pradesh, North Bihar",,,,,145,,,,About 145 lives lost,IMD,
634,UEI-IMD-FL-1973-0017,1973-10-08,1973-10-14,7.0,severe floods,,Entire States,,,,,77,,,,Loss of 77 lives,IMD,
635,UEI-IMD-FL-1974-0001,1974-06-01,1974-09-01,93.0,inceasant rains ,,Entire States and adjoining areas,,,,,,,,,,IMD,
636,UEI-IMD-FL-1974-0002,1974-07-01,1974-08-03,34.0,floods,,,,,,,,,,,,IMD,
637,UEI-IMD-FL-1974-0003,1974-07-01,1974-08-07,38.0,heavy rains,,Mumbai (Colaba),,,,,50,,,,50 lifes were lost,IMD,
638,UEI-IMD-FL-1974-0004,1974-07-01,1974-07-07,7.0,inceasant rains ,,Shirgaon Khopi Village of Ratnagiri district,,,,,17,,,12,"Burying 10 people, killed 7 people and about a dozen heads of cattle were lost.",IMD,
639,UEI-IMD-FL-1974-0005,1974-07-22,1974-07-28,7.0,floods,,"All district except Thiruvananthapuram and Quilon, South Kanara ",,,,,,,,,,IMD,
640,UEI-IMD-FL-1975-0001,1975-05-15,1975-05-31,17.0,,,Dibrugarh,,,,,,,,,,IMD,
641,UEI-IMD-FL-1975-0002,1975-06-22,1975-06-28,7.0,floods,,"Dibrugarh, Barak, Silchar, Lakhimpur, Nowgong, Cachar, Goalpara, Sivsagar and Kamrup",,,,,,,,,,IMD,
642,UEI-IMD-FL-1975-0003,1975-06-01,1975-06-15,15.0,heavy rains,,"North Bengal, Jalpaiguri and Cooch Behar",,,,,,,,,,IMD,
643,UEI-IMD-FL-1975-0004,1975-07-22,1975-07-28,7.0,"floods, heavy landslides",,Jalpaiguri and Darjeeling,,,,,,,,,,IMD,
644,UEI-IMD-FL-1975-0005,1975-08-15,1975-08-21,7.0,heavy rains,,"Kolkata,24 Parganas and Midnapore",,,,,,,,,,IMD,
645,UEI-IMD-FL-1975-0006,1975-09-22,1975-09-28,7.0,heavy rains,,"Midnapore, Burdwan and Purulia districts",,,,,,,,,,IMD,
646,UEI-IMD-FL-1975-0007,1975-07-22,1975-07-28,7.0,floods,,"Champaran, Muzaffarpur and Darbhanga district",,,,,26,,,,26 persons were reported to have been drowned in Champaran district,IMD,
647,UEI-IMD-FL-1975-0008,1975-08-20,1975-08-24,5.0,heavy rains,,,,,,,,,,,,IMD,
648,UEI-IMD-FL-1975-0009,1975-08-25,1975-08-25,1.0,floods,,Patna,,,,,200,,,500,The flood took a toll of about 200 lives and 500 cattle heads were lost,IMD,
649,UEI-IMD-FL-1975-0010,1975-09-22,1975-09-28,7.0,heavy rains,,"Rajauli, Koilwar, Samastipur, Hathiadah and Lalbegiaghat",,,,,11,,,500,11 human lives were lost and 500 cattle heads perished,IMD,
650,UEI-IMD-FL-1975-0011,1975-08-15,1975-08-21,7.0,heavy rains,,,,,,,43,,,,As many as 43 people died due to house collapses,IMD,
651,UEI-IMD-FL-1975-0012,1975-09-08,1975-09-14,7.0,floods,,"705 villages in Puri, Koraput, Sambalpur, Mayurbhanj, Keonjhar, Balasore, Cuttack districts",,,,,,,,,,IMD,
652,UEI-IMD-FL-1975-0013,1975-07-15,1975-07-31,17.0,floods,,"East side of Rajasthan, Nagpur and adjoining area",,,,,,,,,,IMD,
653,UEI-IMD-FL-1975-0014,1975-08-01,1975-08-07,7.0,heavy rains,,"Ajmer, Alwar, Bharatpur, Sawai, Madhopur, Ramgarh and Jaipur disricts ",,,,,,,,,,IMD,
654,UEI-IMD-FL-1975-0015,1975-09-01,1975-09-07,7.0,heavy rains,,"Kota, Pali, Ganganagar and Sardarshahar",,,,,,,,,,IMD,
655,UEI-IMD-FL-1975-0016,1975-07-01,1975-08-07,38.0,floods,,"Ghagra, Rapti, Baharaich, Basti, Gonda, Azamgarh, Deoria, Kheri and Gorakhpur",,,,,,,,,,IMD,
656,UEI-IMD-FL-1975-0017,1975-09-08,1975-09-14,7.0,floods,,"Bulandshahar, Kurja, Sikandarabad and Anupshahar",,,,,25,,,42,There were loss of 25 human lives and 42 heads of cattles,IMD,
657,UEI-IMD-FL-1975-0018,1975-06-20,1975-09-06,79.0,heavy rains,,Mumbai,,,,,,,,,,IMD,
658,UEI-IMD-FL-1975-0019,1975-08-01,1975-08-07,7.0,heavy rains,,Nanded and Parbhani,,,,,10,,,25,"25 heads of cattle, 10 human lives were reported to have been lost",IMD,
659,UEI-IMD-FL-1975-0020,1975-08-01,1975-08-31,1.0,heavy rains,,Ghat area,,,,,,,,,,IMD,
660,UEI-IMD-FL-1975-0021,1975-06-15,1975-06-30,16.0,floods,,Coastal region,,,,,,,,,,IMD,
661,UEI-IMD-FL-1975-0022,1975-06-15,1975-06-30,16.0,heavy rains,,"Raichur, Bijapur and Belgaum",,,,,,,,,,IMD,
662,UEI-IMD-FL-1975-0023,1975-08-01,1975-08-27,27.0,heavy rains,,"Vijaywada town, Srikakulam and Hyderabad city",,,,,,,,,,IMD,
663,UEI-IMD-FL-1975-0024,1975-10-08,1975-10-21,14.0,heavy rains,,"Krishna, East Godavari, Gadwal, Kurnool, Vishakhapatnam, Cuddapah, Prakasam and Nellore districts",,,,,,,,,,IMD,
664,UEI-IMD-FL-1975-0025,1975-06-15,1975-06-30,16.0,floods,,Entire State,,,,,,,,,,IMD,
665,UEI-IMD-FL-1975-0026,1975-11-01,1975-11-07,7.0,heavy rains,,"Thiruvananthapuram city and neighbourhood, Quilon, Alleppey, Kottayam, Trichur and Calicut districts ",,,,,4,,,,Claimed the lives of 4 persons.,IMD,
666,UEI-IMD-FL-1975-0027,1975-11-21,1975-11-27,7.0,heavy rains,,"Thanjavur district, Madras city and adjoining Chingleput district",,,,,,,,,,IMD,
667,UEI-IMD-FL-1976-0001,1976-06-08,1976-06-14,7.0,heavy rains,,"Cachar, Silchar, Patharkandi, Karimganj and Kailashahar",,,,,,,,,,IMD,
668,UEI-IMD-FL-1976-0002,1976-07-15,1976-07-21,7.0,floods,,"Cachar, Goalpara, Kamrup, Sivsagar, Lakhimpur, Darrang abd Tezu",,,,,44,,,500,"500 heads of cattle were lost ,The death toll rose to  44 in Cachar district in the two successive",IMD,
669,UEI-IMD-FL-1976-0003,1976-06-22,1976-06-28,7.0,floods,,Darjeeling,,,,,3,,,,3 memebers in a family were buried alive when a hillock caved in,IMD,
670,UEI-IMD-FL-1976-0004,1976-08-01,1976-08-07,7.0,heavy rains,,North Bengal,,,,,,,,,,IMD,
671,UEI-IMD-FL-1976-0005,1976-08-15,1976-08-21,7.0,heavy rains,,Darjeeling,,,,,200,,,,About 200 families ,IMD,
672,UEI-IMD-FL-1976-0006,1976-08-15,1976-08-21,7.0,heavy rains,,West Dinajpur,,,,,,,,,,IMD,
673,UEI-IMD-FL-1976-0007,1976-09-15,1976-09-21,7.0,flooded,,"Arambagh divsion of Hooghly district, Burdwan and Nadia",,,,,,,,,,IMD,
674,UEI-IMD-FL-1976-0008,1976-08-08,1976-08-14,7.0,floods,,"Puri, Cuttack",,,,,,,,,,IMD,
675,UEI-IMD-FL-1976-0009,1976-09-08,1976-09-21,14.0,heavy rains,,Entire State,,,,,,,,,,IMD,
676,UEI-IMD-FL-1976-0010,1976-08-15,1976-08-21,7.0,floods,,Rampur and Deoria,,,,,,,,,,IMD,
677,UEI-IMD-FL-1976-0011,1976-09-08,1976-09-21,14.0,flood,,"Eastern Uttar Pradesh, Mirzapur, Varanasi, Faizabad, Azamgarh, Balia, Etawah",,,,,228,,,,Death toll in the current UP floods mounted to 228,IMD,
678,UEI-IMD-FL-1976-0012,1976-08-18,1976-08-18,1.0,incessant rains,,New Delhi,,,,,,,,,11 people were killed ,IMD,
679,UEI-IMD-FL-1976-0013,1976-08-01,1976-09-07,38.0,floods,,"Gurdaspur, Ferozpur, Amritsar, Haryana, Rohtak and Hissar",,,,,85,,,425,"Took a toll of 85 people, 425 cattle had been perished",IMD,
680,UEI-IMD-FL-1976-0014,1976-08-01,1976-08-07,7.0,floods,,"Srinagar, Anantnag and Jhelum",,,,,,,,,,IMD,
681,UEI-IMD-FL-1976-0015,1976-08-08,1976-08-14,7.0,floods,,Jammu,,,,,68,,,,The death toll rose to 68,IMD,
682,UEI-IMD-FL-1976-0016,1975-08-01,1975-08-31,1.0,heavy rains,,"Mount Abu, Jodhpur, Nagaurm Sawai Modhopur, Japiur, Dholpur and Alwar",,,,,,,,,,IMD,
683,UEI-IMD-FL-1976-0017,1976-09-22,1976-09-28,7.0,heavy rains,,"Kota, Ganganagar, Chittorgarh",,,,,,,,,,IMD,
684,UEI-IMD-FL-1976-0018,1976-07-08,1976-07-14,7.0,heavy rains,,Baroda and Bulsar ,,,,,,,,,,IMD,
685,UEI-IMD-FL-1976-0019,1976-07-31,1976-07-31,1.0,torential rain and heavy floods,,"Dulsar, Vapi, Dadru and Nagar Haveli",,,,,15,,,,15 people lost their lives ,IMD,
686,UEI-IMD-FL-1976-0020,1976-08-01,1976-08-07,7.0,flood,,"Droach town, Viswamitri",,,,,,,,,,IMD,
687,UEI-IMD-FL-1976-0021,1976-08-22,1976-08-28,7.0,heavy rains,,"Naliya, Ahmedabad, Nadiaad, Godhra,",,,,,,,,,,IMD,
688,UEI-IMD-FL-1976-0022,1976-07-15,1976-07-21,7.0,heavy rains,,Vidarbha,,,,,,,,,,IMD,
689,UEI-IMD-FL-1976-0023,1976-07-31,1976-07-31,1.0,heavy rains,,"South Gujarat Coast, Pune, Solapur, Nashik and Thane",,,,,3,,,,3 people lost their lives due to wall collapsed/electrocution,IMD,
690,UEI-IMD-FL-1976-0024,1976-09-01,1976-09-07,7.0,heavy rains,,"Vidarbha region, Atola",,,,,,,,,,IMD,
691,UEI-IMD-FL-1976-0025,1976-07-01,1976-07-07,7.0,flash floods,,"Khammam district, Bhadrachalam",,,,,15,,,2000,15 heads of cattle aand 2000 sheep were washed away,IMD,
692,UEI-IMD-FL-1976-0026,1976-07-22,1976-07-28,7.0,heavy rains,,"Thiruvananthapuram, Kottayam, ErnaKulam, Kozhikode and Trichur",,,,,20,,,,Heavy landslides occured killing 20 people in Trichur and Idukku districts,IMD,
693,UEI-IMD-FL-1976-0027,1976-05-11,1976-05-11,1.0,heavy rains,,Ooty,,,,,,,,,,IMD,
694,UEI-IMD-FL-1976-0028,1976-10-08,1976-10-21,14.0,floods,,"Chingelput, Nilgiris and Coimbatore",,,,,2,,,,2 children were washed away in wild streams,IMD,
695,UEI-IMD-FL-1976-0029,1976-11-15,1976-11-21,7.0,heavy rains and floods,,Coimbatore,,,,,5,,,,5 lives were lost,IMD,
696,UEI-IMD-FL-1978-0001,1978-08-01,1978-08-21,21.0,moderate to severe,,Krishna district,,,,,,,,,,IMD,
697,UEI-IMD-FL-1978-0002,1978-08-01,1978-08-21,21.0,moderate to severe,,"West Godavari, Guntur, Naigonda, Mahbubnagar, Hyderanad, Khammam, Telangana and Prakasam",,,,,44,,,300,"44 persons died, 300 heads of cattle perished",IMD,
698,UEI-IMD-FL-1978-0003,1978-06-08,1978-06-14,7.0,moderate,,Kamrup,,,,,,,,,,IMD,
699,UEI-IMD-FL-1978-0004,1978-06-22,1978-06-28,7.0,moderate to severe,,"Majuli island, Dirugarh, Darang, Tezpur and Nowgong district, parts of Sivsagar and North Lakhimpur district",,,,,9,,,,9 lost their lives,IMD,
700,UEI-IMD-FL-1978-0005,1978-07-15,1978-07-21,7.0,moderate to severe,,"Kamrup, Goalpara districts",,,,,2,,,5,2 lives and 5 cattle heads lost,IMD,
701,UEI-IMD-FL-1978-0006,1978-08-08,1978-08-14,7.0,moderate,,Diphu district,,,,,,,,,,IMD,
702,UEI-IMD-FL-1978-0007,1978-08-15,1978-08-28,14.0,moderate to severe,,"Malda, Murshidabad, Nadia districts",,,,,16,,,,16 persons died,IMD,
703,UEI-IMD-FL-1978-0008,1978-09-01,1978-09-07,7.0,moderate to severe,,"Midnapur, Bankura districts (Rupnarain river in spate)",,,,,64,,,,"41 persons died, 23 people lost their lives due to boat mishap",IMD,
704,UEI-IMD-FL-1978-0009,1978-09-08,1978-09-14,7.0,severe,,"Malda, Hooghly, Midnapur and Murshidabad",,,,,86,,,"1,266",86 human lives and 1266 cattle lost,IMD,
705,UEI-IMD-FL-1978-0010,1978-09-22,1978-09-28,7.0,severe,,Greater Kolkata area,,,,,177,,,"2,00,000","177 persons died, several places submerged 2 lakhs cattle head",IMD,
706,UEI-IMD-FL-1978-0011,1978-10-01,1978-10-07,7.0,severe,,"24 Parganas, Birbhum, Howrah, Midnapur, Hooghly, Burdwan, Bankura, Murshidabad and Nadia districts",,,,,58,,,"2,00,000","58 people died in a bus mishap in a flooded nullah in 24 Parganas district, 2 lakhs heads of cattle perished",IMD,
707,UEI-IMD-FL-1978-0012,1978-07-15,1978-07-28,14.0,severe,,"Monghyr, Balia, Madhubani, Samastipur, Saharsa, Sitamari, Muzaffarpur, Darbhanga and West and East Champaran district",,,,,27,,,,27 people killed,IMD,
708,UEI-IMD-FL-1978-0013,1978-08-01,1978-08-07,7.0,severe,,"Patna, Gaya, nalanda",,,,,,,,,,IMD,
709,UEI-IMD-FL-1978-0014,1978-08-08,1978-08-14,7.0,moderate to severe,,"Monghyr, Dinapur near Patna",,,,,36,,,388,36 human lives and 388 cattle heads lost,IMD,
710,UEI-IMD-FL-1978-0015,1978-08-08,1978-08-21,14.0,moderate to severe,,"Barauni village, Sitarpur in Suran district",,,,,45,,,,45 people died due to boat mishap,IMD,
711,UEI-IMD-FL-1978-0016,1978-08-15,1978-08-21,7.0,moderate to severe,,"Monghyr, Bagalpur and Katihar",,,,,,,,"4,000","4,000 heads of cattle perished",IMD,
712,UEI-IMD-FL-1978-0017,1978-09-08,1978-09-14,7.0,moderate,,"Gogri, Khagiriya sub-division of Monghyr district",,,,,,,,,,IMD,
713,UEI-IMD-FL-1978-0018,1978-09-22,1978-09-28,7.0,moderate to severe,,"Gaya, Bhojpur and Chota Nagpur districts",,,,,6,,,,6 lives lost,IMD,
714,UEI-IMD-FL-1978-0019,1978-10-01,1978-10-07,7.0,"severe, moderate",,"Nalanda, Samastipur, Bhojpur district, Patna",,,,,,,,,,IMD,
715,UEI-IMD-FL-1978-0020,1978-03-01,1978-03-07,7.0,moderate,,Jagatpur near North Delhi,,,,,,,,,,IMD,
716,UEI-IMD-FL-1978-0021,1978-08-01,1978-08-07,7.0,severe,,New Delhi and surrounding areas,,,,,,,,,,IMD,
717,UEI-IMD-FL-1978-0022,1978-09-01,1978-09-07,7.0,very severe,,"Rural blocks in Najafgarh, Alipur and Shahadra and 25 Urban colonies in North Delhi",,,,,33,,,,"33 persons died,",IMD,
718,UEI-IMD-FL-1978-0023,1978-08-22,1978-08-28,7.0,severe,,"Baroda district and Broach town, Kaira, Sabarkantha and Bulsar districts",,,,,19,,,,19 deaths occured,IMD,
719,UEI-IMD-FL-1978-0024,1978-09-01,1978-09-07,7.0,severe,,"Karnal, Panipat, Kurukshetra, Sonepat and Gurgaon districts",,,,,10,,,,10 people died,IMD,
720,UEI-IMD-FL-1978-0025,1978-07-22,1978-07-28,7.0,moderate,,Nalaga sub-division in Solan district,,,,,1,,,,1 person washed away,IMD,
721,UEI-IMD-FL-1978-0026,1978-08-15,1978-08-21,7.0,moderate,,Bilaspur and Solan districts,,,,,44,,,,"37 lives lost,  7 humans lost",IMD,
722,UEI-IMD-FL-1978-0027,1978-09-01,1978-09-07,7.0,severe,,Simla district,,,,,44,,,,"10 persons died, 34 people washed away, A bank building collapsed",IMD,
723,UEI-IMD-FL-1978-0028,1978-08-08,1978-08-14,7.0,moderate,,Chumanung - a region of Ladakh,,,,,,,,,,IMD,
724,UEI-IMD-FL-1978-0029,1978-08-15,1978-08-21,7.0,floods and cloud burst,,Khrew and Akhroor,,,,,,,,,,IMD,
725,UEI-IMD-FL-1978-0030,1978-07-15,1978-07-21,7.0,moderate to severe,,"Mudigere, Tirthahalli, Ankola, Mangalore and Hubli areas",,,,,9,,,,5 persons died and 4 washed away,IMD,
726,UEI-IMD-FL-1978-0031,1978-07-22,1978-07-28,7.0,moderate to severe,,"Ammembalabolar near Mangalore, South Kanara district",,,,,4,2,,,"2 persons drowned and electrocuted in flooded Netrawati, 2 persons died near Bajpe",IMD,
727,UEI-IMD-FL-1978-0032,1978-11-01,1978-11-07,7.0,severe,,"Thrivananthapuram, Ouilor, Alleppey, Trichur, Cannanore and Malappuram districts",,,,,44,1,,,"44 lives lost, 1 person washed away",IMD,
728,UEI-IMD-FL-1978-0033,1978-02-01,1978-02-07,7.0,moderate,,Jabalpur,,,,,,,,,,IMD,
729,UEI-IMD-FL-1978-0034,1978-07-01,1978-07-07,7.0,moderate,,"Berhanpur, Khandwa",,,,,11,,,,Claimed 11 lives,IMD,
730,UEI-IMD-FL-1978-0035,1978-07-22,1978-07-28,7.0,moderate,,"Khandwa, Jabalpur and Raipur",,,,,,,,,,IMD,
731,UEI-IMD-FL-1978-0036,1978-08-01,1978-08-07,7.0,moderate,,"Jabalpur, Rajghat near Patar",,,,,,,,,,IMD,
732,UEI-IMD-FL-1978-0037,1978-08-15,1978-08-21,7.0,moderate,,Raipur,,,,,,,,,,IMD,
733,UEI-IMD-FL-1978-0038,1978-08-22,1978-08-28,7.0,moderate,,Indore,,,,,,,,,,IMD,
734,UEI-IMD-FL-1978-0039,1978-09-01,1978-09-07,7.0,moderate to severe,,Bhind,,,,,2,,,15,"2 died, 15 heads of cattle perished",IMD,
735,UEI-IMD-FL-1978-0040,1978-02-01,1978-02-07,7.0,moderate,,Nagpur 4 villages ,,,,,50,,,,50 heads of cattle lost,IMD,
736,UEI-IMD-FL-1978-0041,1978-03-08,1978-03-14,7.0,moderate,,"Jalgaon district, Satara district",,,,,,,,,,IMD,
737,UEI-IMD-FL-1978-0042,1978-06-08,1978-06-14,7.0,"moderate to severe, moderate",,"Hir district, Mumbai",,,,,9,6,,,"9 people died and injured to 6 persons , Floods between Kurla and V.T. disrupted road/rail traffic and telecommunications",IMD,
738,UEI-IMD-FL-1978-0043,1978-06-22,1978-06-28,7.0,floods,,Ramagiri district,,,,,,,,,,IMD,
739,UEI-IMD-FL-1978-0044,1978-07-08,1978-07-14,7.0,moderate,,Mumabi,,,,,1,,,,1 child killed in a landslide,IMD,
740,UEI-IMD-FL-1978-0045,1978-07-22,1978-07-28,7.0,moderate,,Akola,,,,,16,,,,Death toll 16,IMD,
741,UEI-IMD-FL-1978-0046,1978-08-22,1978-08-28,7.0,severe,,"Bhandara, Jalgaon, Nagpur and Akola districts",,,,,3,,,,3 persons died,IMD,
742,UEI-IMD-FL-1978-0047,1978-08-15,1978-08-21,7.0,moderate,,Kalanandi and Koraput districts,,,,,,,,,,IMD,
743,UEI-IMD-FL-1978-0048,1978-07-22,1978-07-28,7.0,heavy rains,,"Parts of Hoshiarpur, Ferozepore and Faridkot",,,,,1,,,12,1 human life and 12 cattle heads lost,IMD,
744,UEI-IMD-FL-1978-0049,1978-08-01,1978-08-07,7.0,moderate,,Ferozepore and Ludhiana districts,,,,,,,,,,IMD,
745,UEI-IMD-FL-1978-0050,1978-08-03,1978-08-04,2.0,severe,,"Ferozepore, Patiala, Hoshiarpur, Ludhiana, Jullundur, Kapurthala and Ropar districts",,,,,14,,,100,"14 deaths occured,100 heads of cattle perished",IMD,
746,UEI-IMD-FL-1978-0051,1978-07-15,1978-07-21,7.0,moderate,,Churu,,,,,9,,,,9 people killed,IMD,
747,UEI-IMD-FL-1978-0052,1978-07-15,1978-07-21,7.0,moderate to severe,,"Alwar, Jaipur, Bikaner, Sikar, Jhunjhunu and ganganagar districts",,,,,2,2,,,"2 children died, 2 suffered injuries",IMD,
748,UEI-IMD-FL-1978-0053,1978-06-22,1978-06-28,7.0,moderate to severe,,"Bharatpur, Churu, Bikaner, Jhumkunu, Sikar, Jaipur, Sanganagar and Alwar",,,,,80,,,890,"80 lives lost, 890 heads of cattle perished, 2 lakh houses damaged, crop worth 1.66 million hectares ravaged, 2 lakhs people affected",IMD,
749,UEI-IMD-FL-1978-0054,1978-04-01,1978-04-07,7.0,moderate,,Coonoor,,,,,,,,,,IMD,
750,UEI-IMD-FL-1978-0055,1978-11-01,1978-11-07,7.0,moderate to severe,,"Konagiri, Coimbatore, Satyamangalam taluk, Ooty, Salem and Tanjavur districts, Nilgiri district",,,,,200,23,,,"5 persons killed, 15 men, 4 women and 4 children washed away in streams, 74 people killed in landslides, 98 lives lost",IMD,
751,UEI-IMD-FL-1978-0056,1978-11-22,1978-11-28,7.0,severe,,Ooty,,,,,,,,,,IMD,
752,UEI-IMD-FL-1978-0057,1978-12-22,1978-12-28,7.0,moderate to severe,,Madras city and its neighbourhood and Ramanathupuram district,,,,,45,,,,A bus washed away in which 45 children lost their life,IMD,
753,UEI-IMD-FL-1978-0058,1978-07-22,1978-07-28,7.0,moderate,,Tripura,,,,,,,,,,IMD,
754,UEI-IMD-FL-1978-0059,1978-06-15,1978-06-21,7.0,moderate,,"Parts of Almora district Gonda, Basti, Bahraich",,,,,2,,,252,"2 lives lost, 252 cattle heads lost",IMD,
755,UEI-IMD-FL-1978-0060,1978-07-15,1978-07-28,14.0,moderate to severe,,"Deoria, Gorakhpur, Azamgarh and Agra duistrict",,,,,161,40,,,"161 llives lost, 40 persons drowned",IMD,
756,UEI-IMD-FL-1978-0061,1978-08-01,1978-08-07,7.0,moderate to severe,,"Uttar Kashi, Tehri, Saharanpur, Moradabad, Bareilly, Meerut, Rampur and Pilibhit",,,,,2,,,400,"2 persons died, 400 cattle heads lost",IMD,
757,UEI-IMD-FL-1978-0062,1978-08-08,1978-08-14,7.0,moderate to severe,,"Allahabadm, Varanasi, Badaun, Uttar Kashi, Basti and Hardoi districts, Garhwal",,,,,29,,,,29 death,IMD,
758,UEI-IMD-FL-1978-0063,1978-08-15,1978-08-21,7.0,,,Dehra Dun,,,,,12,,,,12 persons killed,IMD,
759,UEI-IMD-FL-1978-0064,1978-09-01,1978-09-07,7.0,"severe, moderate to severe",,"Saharanpur, Moradabad, Allahabad, DehraDun, Meerut, Varanasi, Jhansi, Ballia, Amirpur, Jalaun, Meerut districts",,,,,850,,,,"825 people died, 25 people died",IMD,
760,UEI-IMD-FL-1978-0065,1978-09-08,1978-09-14,7.0,"moderate, severe",,"Agra, Mathura, Varanasi and Allahabad, Lucknow, Gwalior, Ballia, Etawah, Jalaun, Hamirpur and Banda districts",,,,,51,22,,,"22 people drowned, 51 people died",IMD,
761,UEI-IMD-FL-1978-0066,1978-09-08,1978-09-21,14.0,moderate,,"Ballia, Etawah and Hamirpur districts",,,,,,,,,,IMD,
762,UEI-IMD-FL-1978-0067,1978-09-22,1978-09-28,7.0,moderate,,Varanasi and Mirzapur,,,,,,,,,,IMD,
763,UEI-IMD-FL-1979-0001,1979-11-15,1979-11-25,11.0,heavy rains,,"Chittoor, Guntur and Krishna districts",,,,,,,,,,IMD,
764,UEI-IMD-FL-1979-0002,1979-10-01,1979-10-14,14.0,flash floods in lohit river,,Lohit district,,,,,5,,,,i)5 persons killed ii)Hundreds of domestic animals washed away,IMD,
765,UEI-IMD-FL-1979-0003,1979-06-30,1979-06-30,1.0,heavy rains,,Guwahati,,,,,,,,,,IMD,
766,UEI-IMD-FL-1979-0004,1979-07-01,1979-07-07,7.0,severe floods ,,"Cachar, Darrang, Dibrugarh, Lakhimpur and Sivsagar districts",,,,,3,,,,3 persons died,IMD,
767,UEI-IMD-FL-1979-0005,1979-07-22,1979-07-28,7.0,moderate to severe floods,,Goalpara district,,,,,,,,,,IMD,
768,UEI-IMD-FL-1979-0006,1979-09-08,1979-09-14,7.0,severe floods ,,Cachar district,,,,,,,,,,IMD,
769,UEI-IMD-FL-1979-0007,1979-08-11,1979-08-11,1.0,moderate floods,,Broach,,,,,,,,,,IMD,
770,UEI-IMD-FL-1979-0008,1979-08-11,1979-08-11,1.0,flash floods,,Morvi (Rajkot district),,,,,"1,485",,,,"1,485 people died in floods in Morvi town, when Machchu dam breached",IMD,
771,UEI-IMD-FL-1979-0009,1979-11-15,1979-11-28,14.0,heavy rains,,Saurashtra region,,,,,,,,,,IMD,
772,UEI-IMD-FL-1979-0010,1979-05-22,1979-05-28,7.0,heavy rains,,Hilly areas,,,,,8,,,,8 people including a woman and a child killed,IMD,
773,UEI-IMD-FL-1979-0011,1979-07-08,1979-07-14,7.0,heavy rains,,Jammu,,,,,,,,,,IMD,
774,UEI-IMD-FL-1979-0012,1979-08-08,1979-08-09,2.0,heavy rains,,Vijagam and Tealbal,,,,,,,,,,IMD,
775,UEI-IMD-FL-1979-0013,1979-08-02,1979-08-02,1.0,moderate floods,,Bantwal,,,,,,,,,,IMD,
776,UEI-IMD-FL-1979-0014,1979-08-03,1979-08-04,2.0,severe floods ,,Manjangud,,,,,,,,,,IMD,
777,UEI-IMD-FL-1979-0015,1979-09-13,1979-09-13,1.0,heavy rains,,Bengaluru and Rugi,,,,,35,2,,,"2 children drowned when low lying areas flooded, 35 people died in house collapse",IMD,
778,UEI-IMD-FL-1979-0016,1979-09-16,1979-09-16,1.0,moderate floods,,Guldibanda(kilar district),,,,,,,,,,IMD,
779,UEI-IMD-FL-1979-0017,1979-09-25,1979-09-25,1.0,heavy rains,,Saundatti,,,,,,,,,,IMD,
